video_file,full_path,week,site,shift,analysis_success,timestamp
P1000097.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_2/site_2/mid/P1000097.MP4,week_2,site_2,mid,True,2025-07-16T14:11:51.794890
P1000094.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_2/site_2/morning/P1000094.MP4,week_2,site_2,morning,True,2025-07-16T14:11:57.857397
P1000095.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_2/site_2/morning/P1000095.MP4,week_2,site_2,morning,True,2025-07-16T14:12:04.046279
P1000102.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_2/site_3/afternoon/P1000102.MP4,week_2,site_3,afternoon,True,2025-07-16T14:12:09.834166
._P1000102.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_2/site_3/afternoon/._P1000102.MP4,week_2,site_3,afternoon,True,2025-07-16T14:12:11.607350
P1000103.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_2/site_3/afternoon/P1000103.MP4,week_2,site_3,afternoon,True,2025-07-16T14:12:17.798349
P1000098.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_2/site_3/mid/P1000098.MP4,week_2,site_3,mid,True,2025-07-16T14:12:23.619545
P1000099.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_2/site_3/mid/P1000099.MP4,week_2,site_3,mid,True,2025-07-16T14:12:29.916562
P1000092.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_2/site_3/morning/P1000092.MP4,week_2,site_3,morning,True,2025-07-16T14:12:36.224735
P1000093.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_2/site_3/morning/P1000093.MP4,week_2,site_3,morning,True,2025-07-16T14:12:42.597253
P1000391.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_2/site_4/afternoon/P1000391.MP4,week_2,site_4,afternoon,True,2025-07-16T14:12:48.155773
P1000392.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_2/site_4/afternoon/P1000392.MP4,week_2,site_4,afternoon,True,2025-07-16T14:12:53.524413
P1000387.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_2/site_4/mid/P1000387.MP4,week_2,site_4,mid,True,2025-07-16T14:12:59.374696
._P1000387.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_2/site_4/mid/._P1000387.MP4,week_2,site_4,mid,True,2025-07-16T14:13:01.260947
P1000388.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_2/site_4/mid/P1000388.MP4,week_2,site_4,mid,True,2025-07-16T14:13:07.638888
._P1000388.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_2/site_4/mid/._P1000388.MP4,week_2,site_4,mid,True,2025-07-16T14:13:09.455562
P1000381.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_2/site_4/morning/P1000381.MP4,week_2,site_4,morning,True,2025-07-16T14:13:15.797201
P1000382.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_2/site_4/morning/P1000382.MP4,week_2,site_4,morning,True,2025-07-16T14:13:22.040147
P1000371.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_3/site_1/afternoon/P1000371.MP4,week_2,site_1,afternoon,True,2025-07-16T14:13:27.197370
P1000372.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_3/site_1/afternoon/P1000372.MP4,week_2,site_1,afternoon,True,2025-07-16T14:13:32.689299
P1000397.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_3/site_1/mid/P1000397.MP4,week_2,site_1,mid,True,2025-07-16T14:13:38.313167
P1000398.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_3/site_1/mid/P1000398.MP4,week_2,site_1,mid,True,2025-07-16T14:13:43.840203
._P1000398.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_3/site_1/mid/._P1000398.MP4,week_2,site_1,mid,True,2025-07-16T14:13:45.677018
P1000107.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_3/site_1/morning/P1000107.MP4,week_2,site_1,morning,True,2025-07-16T14:13:51.896346
P1000108.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_3/site_1/morning/P1000108.MP4,week_2,site_1,morning,True,2025-07-16T14:13:57.892491
P1000374.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_3/site_2/afternoon/P1000374.MP4,week_2,site_2,afternoon,True,2025-07-16T14:14:03.494542
P1000375.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_3/site_2/afternoon/P1000375.MP4,week_2,site_2,afternoon,True,2025-07-16T14:14:08.884689
P1000395.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_3/site_2/morning/P1000395.MP4,week_2,site_2,morning,True,2025-07-16T14:14:15.080844
P1000396.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_3/site_2/morning/P1000396.MP4,week_2,site_2,morning,True,2025-07-16T14:14:21.283442
P1000405.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_3/site_3/afternoon/P1000405.MP4,week_2,site_3,afternoon,True,2025-07-16T14:14:26.988478
P1000406.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_3/site_3/afternoon/P1000406.MP4,week_2,site_3,afternoon,True,2025-07-16T14:14:32.831690
P1000104.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_3/site_3/morning/P1000104.MP4,week_2,site_3,morning,True,2025-07-16T14:14:39.340398
P1000105.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_3/site_3/morning/P1000105.MP4,week_2,site_3,morning,True,2025-07-16T14:14:45.685365
P1000403.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_3/site_4/afternoon/P1000403.MP4,week_2,site_4,afternoon,True,2025-07-16T14:14:51.268181
P1000404.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_3/site_4/afternoon/P1000404.MP4,week_2,site_4,afternoon,True,2025-07-16T14:14:57.020992
P1000109 part1.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_3/site_4/mid/P1000109 part1.MP4,week_2,site_4,mid,True,2025-07-16T14:15:03.138342
._P1000109 part1.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_3/site_4/mid/._P1000109 part1.MP4,week_2,site_4,mid,True,2025-07-16T14:15:04.962996
P1000369 part2.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_3/site_4/mid/P1000369 part2.MP4,week_2,site_4,mid,True,2025-07-16T14:15:10.595448
._P1000369 part2.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_3/site_4/mid/._P1000369 part2.MP4,week_2,site_4,mid,True,2025-07-16T14:15:12.430682
P1000393.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_3/site_4/morning/P1000393.MP4,week_2,site_4,morning,True,2025-07-16T14:15:18.484282
P1000394.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_3/site_4/morning/P1000394.MP4,week_2,site_4,morning,True,2025-07-16T14:15:25.258967
P1000386.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_3/day_1/site_1/afternoon/P1000386.MP4,week_3,site_1,afternoon,True,2025-07-16T14:15:31.661034
P1000387.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_3/day_1/site_1/afternoon/P1000387.MP4,week_3,site_1,afternoon,True,2025-07-16T14:15:37.915868
P1000412.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_3/day_1/site_1/mid/P1000412.MP4,week_3,site_1,mid,True,2025-07-16T14:15:44.889447
P1000413.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_3/day_1/site_1/mid/P1000413.MP4,week_3,site_1,mid,True,2025-07-16T14:15:51.069343
P1000409.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_3/day_1/site_1/morning/P1000409.MP4,week_3,site_1,morning,True,2025-07-16T14:15:57.334135
P1000418.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_3/day_1/site_2/afternoon/P1000418.MP4,week_3,site_2,afternoon,True,2025-07-16T14:16:03.374157
P1000419.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_3/day_1/site_2/afternoon/P1000419.MP4,week_3,site_2,afternoon,True,2025-07-16T14:16:09.226578
P1000380.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_3/day_1/site_2/mid/P1000380.MP4,week_3,site_2,mid,True,2025-07-16T14:16:16.276367
P1000381.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_3/day_1/site_2/mid/P1000381.MP4,week_3,site_2,mid,True,2025-07-16T14:16:22.150403
P1000376.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_3/day_1/site_2/morning/P1000376.MP4,week_3,site_2,morning,True,2025-07-16T14:16:28.338248
P1000377.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_3/day_1/site_2/morning/P1000377.MP4,week_3,site_2,morning,True,2025-07-16T14:16:35.130113
P1000416.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_3/day_1/site_3/afternoon/P1000416.MP4,week_3,site_3,afternoon,True,2025-07-16T14:16:40.802635
P1000417.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_3/day_1/site_3/afternoon/P1000417.MP4,week_3,site_3,afternoon,True,2025-07-16T14:16:46.731380
P1000414.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_3/day_1/site_3/mid/P1000414.MP4,week_3,site_3,mid,True,2025-07-16T14:16:52.230228
P1000415.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_3/day_1/site_3/mid/P1000415.MP4,week_3,site_3,mid,True,2025-07-16T14:16:58.017294
P1000410.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_3/day_1/site_3/morning/P1000410.MP4,week_3,site_3,morning,True,2025-07-16T14:17:04.129761
P1000411.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_3/day_1/site_3/morning/P1000411.MP4,week_3,site_3,morning,True,2025-07-16T14:17:10.783377
P1000384.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_3/day_1/site_4/afternoon/P1000384.MP4,week_3,site_4,afternoon,True,2025-07-16T14:17:16.721778
P1000385.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_3/day_1/site_4/afternoon/P1000385.MP4,week_3,site_4,afternoon,True,2025-07-16T14:17:22.521626
P1000382.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_3/day_1/site_4/mid/P1000382.MP4,week_3,site_4,mid,True,2025-07-16T14:17:28.412526
P1000383.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_3/day_1/site_4/mid/P1000383.MP4,week_3,site_4,mid,True,2025-07-16T14:17:34.077875
P1000378.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_3/day_1/site_4/morning/P1000378.MP4,week_3,site_4,morning,True,2025-07-16T14:17:40.596465
P1000379.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_3/day_1/site_4/morning/P1000379.MP4,week_3,site_4,morning,True,2025-07-16T14:17:46.968215
P1000392.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_4/day_2/site_1/mid/P1000392.MP4,week_4,site_1,mid,True,2025-07-16T14:17:53.510897
P1000393.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_4/day_2/site_1/mid/P1000393.MP4,week_4,site_1,mid,True,2025-07-16T14:18:00.287523
P1000420.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_4/day_2/site_1/morning/P1000420.MP4,week_4,site_1,morning,True,2025-07-16T14:18:07.031191
P1000421.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_4/day_2/site_1/morning/P1000421.MP4,week_4,site_1,morning,True,2025-07-16T14:18:13.549706
P1000424.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_4/day_2/site_2/mid/P1000424.MP4,week_4,site_2,mid,True,2025-07-16T14:18:20.248326
P1000425.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_4/day_2/site_2/mid/P1000425.MP4,week_4,site_2,mid,True,2025-07-16T14:18:26.789723
P1000388.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_4/day_2/site_2/morning/P1000388.MP4,week_4,site_2,morning,True,2025-07-16T14:18:33.447131
P1000389.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_4/day_2/site_2/morning/P1000389.MP4,week_4,site_2,morning,True,2025-07-16T14:18:40.588341
P1000424.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_4/day_2/site_3/mid/P1000424.MP4,week_4,site_3,mid,True,2025-07-16T14:18:47.221813
P1000425.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_4/day_2/site_3/mid/P1000425.MP4,week_4,site_3,mid,True,2025-07-16T14:18:53.656480
P1000422.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_4/day_2/site_3/morning/P1000422.MP4,week_4,site_3,morning,True,2025-07-16T14:19:00.012992
P1000423.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_4/day_2/site_3/morning/P1000423.MP4,week_4,site_3,morning,True,2025-07-16T14:19:06.500758
P1000392.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_4/day_2/site_4/mid/P1000392.MP4,week_4,site_4,mid,True,2025-07-16T14:19:12.859840
P1000393.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_4/day_2/site_4/mid/P1000393.MP4,week_4,site_4,mid,True,2025-07-16T14:19:18.871887
P1000390.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_4/day_2/site_4/morning/P1000390.MP4,week_4,site_4,morning,True,2025-07-16T14:19:25.225545
P1000391.MP4,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_4/day_2/site_4/morning/P1000391.MP4,week_4,site_4,morning,True,2025-07-16T14:19:31.105137
